STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEDICAL_PROCEDURE,Medical procedure,OCCUPATION,Occupation,DIAGNOSTIC_TYPE,Diagnostic category,PROVIDER,Provider,FUNCTION,Healthcare function,MODE_PROVISION,Mode of provision,CARE_TYPE,Care type,HEALTH_FACILITY,Medical technology,AGE,Age,SEX,Sex,DATA_SRCE,Data source,WAITING_TIME,Waiting time,DISEASE,Disease,CANCER_SITE,Cancer site,CONSULTATION_TYPE,Consultation type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ITA,Italy,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,20.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ITA,Italy,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,19.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ITA,Italy,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,19.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ITA,Italy,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,20.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,55.5,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,54.5,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,54.3,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,56,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,53.6,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,59.5,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,64.3,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,65.7,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,65.3,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,56.6,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,59.2,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NOR,Norway,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,59.2,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM131_138,Cataract surgery,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,72.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM131_138,Cataract surgery,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,64.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM131_138,Cataract surgery,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,60.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM131_138,Cataract surgery,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,70.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM131_138,Cataract surgery,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,75.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,83.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,79.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,92.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,87,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CRI,Costa Rica,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,89.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,49.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,48.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,59.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,60.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,47.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,55.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,53.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,54.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,55.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,52.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,56.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,56.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,65.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8151_8153,"Hip replacement (total and partial, including the revision of hip replacement)",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,42.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,DNK,Denmark,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,0.9,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,DNK,Denmark,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,1.3,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,DNK,Denmark,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,0.5,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,DNK,Denmark,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2.4,,D,Definition differs,,,,,,,,
