STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,OWNERSHIP_TYPE,Hospital type,HEALTH_FUNCTION,Healthcare function,CARE_TYPE,Care type,MEDICAL_TECH,Medical technology,HEALTH_CARE_PROVIDER,Healthcare provider,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ISR,Israel,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ISR,Israel,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ISR,Israel,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,2.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,16.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,16.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,16.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,16.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,16.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,16.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,16.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ESP,Spain,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,15.77,,,,P,Provisional value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,48.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,48.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,48.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,49.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,48.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,49.32,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,49.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BGR,Bulgaria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,51.33,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,9.97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,9.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,10.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,9.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,9.35,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,9.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,9.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUT,Austria,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,9.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,COL,Colombia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,22.52,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,COL,Colombia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,21.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,COL,Colombia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,21.32,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,COL,Colombia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,20.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,COL,Colombia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,20.29,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,COL,Colombia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,19.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,20.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,19.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,19.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,18.83,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,18.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,17.83,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,16.36,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,16.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CHL,Chile,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,16.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,16.2,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,16.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,16.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,16.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,15.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,15.99,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,15.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,16.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,15.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,16.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,16.18,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,15.93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,15.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,16.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,16.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GRC,Greece,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,16.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,14.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,13.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,13.79,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,13.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,13.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,13.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,13.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,IRL,Ireland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,12.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,18.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,18.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,17.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,17.69,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,17.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,17.92,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,17.93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,17.97,,,,,,,,,,,,,
